PING 43.132.251.85 (43.132.251.85) 56(84) bytes of data.
64 bytes from 43.132.251.85: icmp_seq=7598 ttl=48 time=42.6 ms
64 bytes from 43.132.251.85: icmp_seq=7599 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7603 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7604 ttl=48 time=41.6 ms
64 bytes from 43.132.251.85: icmp_seq=7607 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7608 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7609 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7610 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7611 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7612 ttl=48 time=41.6 ms
64 bytes from 43.132.251.85: icmp_seq=7613 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7614 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7617 ttl=48 time=42.8 ms
64 bytes from 43.132.251.85: icmp_seq=7618 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=7619 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7620 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7622 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7623 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7627 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=7628 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7629 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7632 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7633 ttl=48 time=43.6 ms
64 bytes from 43.132.251.85: icmp_seq=7637 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7638 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7639 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7641 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7642 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7644 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7645 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7648 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7649 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7651 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7652 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7653 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7654 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7657 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7659 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7660 ttl=48 time=41.9 ms
64 bytes from 43.132.251.85: icmp_seq=7661 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7662 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7663 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7665 ttl=48 time=42.2 ms
64 bytes from 43.132.251.85: icmp_seq=7666 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7667 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7672 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7673 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7674 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7676 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7678 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7679 ttl=48 time=42.8 ms
64 bytes from 43.132.251.85: icmp_seq=7681 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7682 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7683 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7684 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7687 ttl=48 time=42.6 ms
64 bytes from 43.132.251.85: icmp_seq=7688 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7691 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7694 ttl=48 time=42.1 ms
64 bytes from 43.132.251.85: icmp_seq=7695 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7697 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7698 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7700 ttl=48 time=42.9 ms
64 bytes from 43.132.251.85: icmp_seq=7702 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7704 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7705 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7713 ttl=48 time=43.4 ms
64 bytes from 43.132.251.85: icmp_seq=7714 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7715 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7718 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7720 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7724 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7726 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7727 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7728 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7729 ttl=48 time=41.8 ms
64 bytes from 43.132.251.85: icmp_seq=7730 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7732 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7734 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7735 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7736 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7737 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7739 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7740 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7741 ttl=48 time=42.0 ms
64 bytes from 43.132.251.85: icmp_seq=7742 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7743 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7744 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7745 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7746 ttl=48 time=42.2 ms
64 bytes from 43.132.251.85: icmp_seq=7747 ttl=48 time=43.1 ms
64 bytes from 43.132.251.85: icmp_seq=7748 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7749 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7750 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7752 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7754 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7757 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7761 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7762 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7763 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7764 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7766 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7768 ttl=48 time=43.6 ms
64 bytes from 43.132.251.85: icmp_seq=7769 ttl=48 time=41.8 ms
64 bytes from 43.132.251.85: icmp_seq=7771 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7772 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7774 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7776 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7777 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7780 ttl=48 time=42.0 ms
64 bytes from 43.132.251.85: icmp_seq=7781 ttl=48 time=42.3 ms
64 bytes from 43.132.251.85: icmp_seq=7782 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7784 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7785 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7787 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7788 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7789 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7791 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7792 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7793 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=7794 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7797 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7798 ttl=48 time=42.5 ms
64 bytes from 43.132.251.85: icmp_seq=7799 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7800 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7801 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7803 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7804 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7806 ttl=48 time=43.3 ms
64 bytes from 43.132.251.85: icmp_seq=7807 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7808 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7811 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7812 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7816 ttl=48 time=43.5 ms
64 bytes from 43.132.251.85: icmp_seq=7817 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7819 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7821 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7827 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7828 ttl=48 time=43.2 ms
64 bytes from 43.132.251.85: icmp_seq=7829 ttl=48 time=41.6 ms
64 bytes from 43.132.251.85: icmp_seq=7830 ttl=48 time=44.7 ms
64 bytes from 43.132.251.85: icmp_seq=7831 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7832 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7833 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7834 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7835 ttl=48 time=42.1 ms
64 bytes from 43.132.251.85: icmp_seq=7836 ttl=48 time=42.3 ms
64 bytes from 43.132.251.85: icmp_seq=7837 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7838 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7839 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7840 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7841 ttl=48 time=43.7 ms
64 bytes from 43.132.251.85: icmp_seq=7842 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7843 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7844 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7845 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7847 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7848 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7849 ttl=48 time=44.8 ms
64 bytes from 43.132.251.85: icmp_seq=7850 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7852 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7854 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7855 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7856 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=7857 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7860 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7862 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7863 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7867 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7868 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7870 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7872 ttl=48 time=42.3 ms
64 bytes from 43.132.251.85: icmp_seq=7874 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7875 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7877 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7879 ttl=48 time=41.5 ms
64 bytes from 43.132.251.85: icmp_seq=7880 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=7883 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7887 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7888 ttl=48 time=43.7 ms
64 bytes from 43.132.251.85: icmp_seq=7890 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7891 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7894 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7895 ttl=48 time=43.7 ms
64 bytes from 43.132.251.85: icmp_seq=7896 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7897 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7898 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7899 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7902 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7907 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7909 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7910 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7911 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7912 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7913 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7914 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7915 ttl=48 time=41.6 ms
64 bytes from 43.132.251.85: icmp_seq=7918 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7921 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7922 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7923 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7925 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7928 ttl=48 time=42.2 ms
64 bytes from 43.132.251.85: icmp_seq=7929 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7930 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7933 ttl=48 time=43.1 ms
64 bytes from 43.132.251.85: icmp_seq=7935 ttl=48 time=43.7 ms
64 bytes from 43.132.251.85: icmp_seq=7937 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7939 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7941 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7942 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7943 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=7945 ttl=48 time=44.2 ms
64 bytes from 43.132.251.85: icmp_seq=7947 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7948 ttl=48 time=42.3 ms
64 bytes from 43.132.251.85: icmp_seq=7950 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7951 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7952 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7954 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7955 ttl=48 time=43.3 ms
64 bytes from 43.132.251.85: icmp_seq=7956 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7957 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7958 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7960 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=7961 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7963 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7965 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7967 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7968 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7969 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7970 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7972 ttl=48 time=41.9 ms
64 bytes from 43.132.251.85: icmp_seq=7974 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7976 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7978 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7979 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7980 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7981 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7983 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7984 ttl=48 time=43.7 ms
64 bytes from 43.132.251.85: icmp_seq=7985 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7986 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=7987 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7988 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7989 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7990 ttl=48 time=41.9 ms
64 bytes from 43.132.251.85: icmp_seq=7994 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=7995 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=7996 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=7997 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=7998 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=7999 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8002 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8003 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=8004 ttl=48 time=41.7 ms
64 bytes from 43.132.251.85: icmp_seq=8005 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8006 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8008 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8009 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8010 ttl=48 time=42.7 ms
64 bytes from 43.132.251.85: icmp_seq=8011 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=8012 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8014 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8015 ttl=48 time=41.6 ms
64 bytes from 43.132.251.85: icmp_seq=8018 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=8019 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8021 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8022 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8026 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8028 ttl=48 time=42.7 ms
64 bytes from 43.132.251.85: icmp_seq=8031 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8033 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8034 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8037 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8038 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8039 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8040 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8041 ttl=48 time=41.4 ms
64 bytes from 43.132.251.85: icmp_seq=8042 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=8043 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8044 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8047 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8049 ttl=48 time=41.5 ms
64 bytes from 43.132.251.85: icmp_seq=8050 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8051 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=8053 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=8054 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8055 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8056 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8061 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=8064 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8065 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8066 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8068 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8069 ttl=48 time=43.0 ms
64 bytes from 43.132.251.85: icmp_seq=8071 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8072 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8073 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8074 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8076 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=8077 ttl=48 time=42.1 ms
64 bytes from 43.132.251.85: icmp_seq=8078 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8079 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8081 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=8082 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8083 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8084 ttl=48 time=41.8 ms
64 bytes from 43.132.251.85: icmp_seq=8086 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8090 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8091 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8092 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8094 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8096 ttl=48 time=43.8 ms
64 bytes from 43.132.251.85: icmp_seq=8098 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8100 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8101 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8102 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8103 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8104 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8106 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8107 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8109 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8110 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8111 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8112 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8113 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8114 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8115 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8116 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8120 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8121 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8123 ttl=48 time=43.4 ms
64 bytes from 43.132.251.85: icmp_seq=8124 ttl=48 time=42.9 ms
64 bytes from 43.132.251.85: icmp_seq=8125 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8126 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8127 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8129 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8130 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8131 ttl=48 time=41.2 ms
64 bytes from 43.132.251.85: icmp_seq=8132 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8133 ttl=48 time=44.1 ms
64 bytes from 43.132.251.85: icmp_seq=8136 ttl=48 time=41.3 ms
64 bytes from 43.132.251.85: icmp_seq=8138 ttl=48 time=43.9 ms
64 bytes from 43.132.251.85: icmp_seq=8139 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8140 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8143 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8144 ttl=48 time=41.1 ms
64 bytes from 43.132.251.85: icmp_seq=8145 ttl=48 time=44.0 ms
64 bytes from 43.132.251.85: icmp_seq=8146 ttl=48 time=43.9 ms
